"Gene","p.EMMAX","p.LM","Neg.log10.p.EMMAX","Neg.log10.p.LM","Beta.EMMAX","Beta.LM","Allele.freq","Description","Temperature"
"AT1G01073",0.246045680593203,0.0312504822359642,0.608984254734768,1.50514327653423,-1.95719442827346,-5.56448616912129,0.051307847082495,NA,"10°C"
"AT1G01220",0.681158690073342,0.638485664941416,0.166751698374153,0.194848848920109,0.512556798910741,-0.899274553718112,0.0985915492957746,"Encodes a bifunctional enzyme that has both L-fucokinase and GDP-L-fucose pyrophosphorylase activities. It catalyzes the two steps of the L-fucose salvage pathway for the generation of activated GDP-L-fucose. This pathway seems to be of minor importance for cell wall polysaccharide biosynthesis compared to the de novo GDP-L-fucose biosynthesis pathway in Arabidopsis.","10°C"
"AT1G01355",0.496975070833039,5.18880260371465e-06,0.303665395715734,5.28493285074429,1.15322774400878,11.6181474209705,0.0523138832997988,"Putative endonuclease or glycosyl hydrolase;(source:Araport11)","10°C"
"AT1G01471",0.0198423000717128,0.000333740327441243,1.70240798689177,3.47659131229334,-2.43545133479122,-4.54643854747799,0.279678068410463,NA,"10°C"
"AT1G01480",0.616179126965625,0.09033706127105,0.210293017471832,1.04413404145368,-0.556284903264656,-3.05431547622449,0.112676056338028,"a member of the 1-aminocyclopropane-1-carboxylate (ACC) synthase (S-adenosyl-L-methionine methylthioadenosine-lyase, EC 4.4.1.14) gene family,  isolated from a flower-specific cDNA library.  Plays a key role in the establishment of stomatal density and cluster on the leaf epidermis in response to drought.","10°C"
"AT1G01590",0.260447079049069,5.99051597235412e-06,0.584280508878182,5.22253576954799,-1.4140621176967,-7.75056846999724,0.125754527162978,"Encodes a ferric-chelate reductase that is expressed at extremely low levels in Fe deficiency-induced seedlings.","10°C"
"AT1G01695",0.581586506536363,0.160854354514478,0.235385678154486,0.793567177746088,-1.27872111358639,-3.3581608376474,0.0603621730382294,"Phosphatidylinositol N-acetyglucosaminlytransferase subunit P-like protein;(source:Araport11)","10°C"
"AT1G01710",0.22697014291077,0.703078915123566,0.644031268894659,0.152995926076582,-1.8611219644573,-0.710629141455704,0.104627766599598,"acyl-CoA thioesterase II;(source:Araport11)","10°C"
"AT1G01725",0.961697171869961,0.00386674109542002,0.0169616611121345,2.41265490591883,0.0607155970417037,6.01292712976336,0.0814889336016097,"adenylosuccinate synthetase;(source:Araport11)","10°C"
"AT1G01880",0.262273806656378,4.59860873793836e-11,0.581245080330812,10.3373735398025,-0.855324700098538,7.46567333903611,0.45271629778672,"Encodes one of two GEN1 homologs in Arabidopsis.  It is a member of the class IV Rad2/XPG family of nucleases that processes Holliday junctions in a manner analogous to the HJ resolvases of phages, archaea, and bacteria.","10°C"
"AT1G02020",0.451198293374546,0.985103706547058,0.345632551709597,0.00651804685234034,-0.680096431784324,-0.0226417108107495,0.330985915492958,"nitroreductase family protein;(source:Araport11)","10°C"
"AT1G02120",0.0570300837612452,0.0300985272880046,1.24389599055728,1.52145475378623,1.35920223044608,2.47270526920795,0.490945674044266,"Encodes VAD1 (Vascular Associated Death1), a regulator of cell death and defense responses in vascular tissues.  VAD1 is a putative membrane associated protein and contains a GRAM domain.  vad1 is a lesion mimic mutant that exhibits light conditional appearance of propagative HR (hypersensitive response)-like lesions along the vascular system.The mRNA is cell-to-cell mobile.Encodes VAD1 (Vascular Associated Death1), a regulator of cell death and defense responses in vascular tissues.  VAD1 is a putative membrane associated protein and contains a GRAM domain.  vad1 is a lesion mimic mutant that exhibits light conditional appearance of propagative HR (hypersensitive response)-like lesions along the vascular system. The mRNA is cell-to-cell mobile.","10°C"
"AT1G02210",0.558313420443549,0.000739639917063189,0.25312193268239,3.13097965877236,0.756139772210704,6.02584230478927,0.114688128772636,"NAC (No Apical Meristem) domain transcriptional regulator superfamily protein;(source:Araport11)","10°C"
"AT1G02300",0.278169553085665,0.0588389468945485,0.55569040723583,1.23033510892172,-1.29152034732424,2.89512495233651,0.834004024144869,"Encodes a capase involved in stress induced cell death.","10°C"
"AT1G02520",0.248532981037027,0.278583788829514,0.604615970987137,0.55504415936478,-0.933354043170514,1.40644518917806,0.261569416498994,"Encodes an ATP-binding cassette (ABC) transporter.  Expressed in the vascular tissue of primary stem.The mRNA is cell-to-cell mobile.Encodes an ATP-binding cassette (ABC) transporter.  Expressed in the vascular tissue of primary stem. The mRNA is cell-to-cell mobile.","10°C"
"AT1G02530",0.203292076262308,0.303356377832984,0.691879548576028,0.518046869918699,-1.03151881990652,1.25678165138594,0.321931589537223,"P-glycoprotein 12;(source:Araport11)","10°C"
"AT1G02540",0.0580241570066663,5.75159767781616e-12,1.23639116039402,11.2402115003052,1.69137744851807,10.0182834393481,0.1841046277666,"hypothetical protein;(source:Araport11)","10°C"
"AT1G02590",0.541773446863836,0.0562434991439348,0.266182284210761,1.2499276678668,-0.640745112381263,2.80839616478644,0.1841046277666,"Aldehyde oxidase/xanthine dehydrogenase, molybdopterin binding protein;(source:Araport11)","10°C"
"AT1G02620",0.876579951806064,0.00603995735226198,0.0572084662848022,2.21896612789256,-0.133635076222571,-3.34160412382311,0.323943661971831,"Ras-related small GTP-binding family protein;(source:Araport11)","10°C"
"AT1G02770",0.853660527912925,6.442223311037e-08,0.0687147992927731,7.19096422501924,-0.208719432671548,7.96963361582294,0.180080482897384,"hypothetical protein;(source:Araport11)","10°C"
"AT1G02880",0.839036412795196,1.24277878240037e-12,0.0762191910987474,11.9056061699368,-0.259636298348798,10.5047700446178,0.176056338028169,"Encodes a thiamine pyrophosphokinase capable of producing thiamine pyrophosphate from free thiamine.","10°C"
"AT1G03120",0.869299230469704,0.490202326467689,0.0608307048254253,0.309624631946279,0.243860776084698,-1.59249813748067,0.0653923541247485,"responsive to abscisic acid 28;(source:Araport11)","10°C"
"AT1G03220",0.949559294660092,1.12283274289654e-08,0.0224779108220094,7.9496849314028,-0.0465050350764852,6.56853767440975,0.411468812877264,"Eukaryotic aspartyl protease family protein;(source:Araport11)","10°C"
"AT1G03230",0.783934869020626,4.73887467824732e-08,0.105720017927732,7.32432477626901,-0.201836519524673,6.26146438251742,0.422535211267606,"Eukaryotic aspartyl protease family protein;(source:Araport11)","10°C"
"AT1G03300",0.695612821186156,0.312394330896379,0.157632421897784,0.505296855981548,0.402650845901857,-1.33366303726371,0.751509054325956,"Member of the plant-specific DUF724 protein family. Arabidopsis has 10 DUF724 proteins. Loss of function mutant has a WT phenotype","10°C"
"AT1G03360",0.62321058643022,1.82502850576279e-08,0.205365177945926,7.73873034775611,-0.523524893491709,7.14631877689476,0.27364185110664,"Encodes a core subunit of the RNA exosome required for the processing of rRNA, several snoRNA and the degradation of aberrant transcripts.","10°C"
"AT1G03410",0.319304930527865,0.00587573829343366,0.495794375276677,2.23093755601466,-1.4158606169672,-5.28696456703157,0.0975855130784708,"2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein;(source:Araport11)","10°C"
"AT1G03440",0.0363826543657155,9.48487587812862e-08,1.43910561933711,7.02296834804327,3.84693091376348,13.112651031791,0.0563380281690141,"Leucine-rich repeat (LRR) family protein;(source:Araport11)","10°C"
"AT1G03475",0.623348116109586,0.131925819401889,0.205269348714672,0.879670199704459,-0.508433409902832,-2.78375191257267,0.893360160965795,"Encodes coproporphyrinogen III oxidase, a key enzyme in the biosynthetic pathway of chlorophyll and heme, a tetrapyrrole pathway. Mutants express cytological and molecular markers associated with the defense responses, usually activated by pathogen infection.","10°C"
"AT1G03530",0.655924529147668,4.09356152704555e-17,0.183146127789402,16.3878986776928,-0.459429284346421,-9.74302242159691,0.625754527162978,"nuclear assembly factor 1;(source:Araport11)","10°C"
"AT1G03710",0.646481261831408,0.258955858742866,0.189444058565733,0.58677425884607,-0.417551060208116,-1.28797570888397,0.496981891348089,"Cystatin/monellin superfamily protein;(source:Araport11)","10°C"
"AT1G03720",0.14805763669142,0.508931214299555,0.82956918714392,0.29334091170811,1.38033186021489,0.783192880581596,0.635814889336016,"Cysteine proteinases superfamily protein;(source:Araport11)","10°C"
"AT1G03810",0.454522394273467,0.972102517555976,0.342444714268643,0.0122879321302102,1.05245918071891,0.0623913863264574,0.11569416498994,"Nucleic acid-binding, OB-fold-like protein;(source:Araport11)","10°C"
"AT1G04171",0.0212830188879537,0.00193900247458501,1.67196676954476,2.71242163666759,-3.75206048723121,-5.26768638174437,0.128772635814889,NA,"10°C"
"AT1G04400",0.761263292690626,0.501559105703604,0.118465110921582,0.299677880652776,-0.405789440814598,1.05974025970455,0.154929577464789,"Blue light receptor mediating blue-light regulated cotyledon expansion and flowering time. Positive regulator of the flowering-time gene CONSTANS. This gene possesses a light-induced CNT2 N-terminal homodimerisation domain.Involved in blue-light induced stomatal opening. Involved in triggering chromatin decondensation. An 80-residue motif (NC80) is sufficient to confer CRY2's physiological function.  It is proposed that the PHR domain and the C-terminal tail of the unphosphorylated CRY2 form a """"closed"""" conformation to suppress the NC80 motif in the absence of light. In response to blue light, the C-terminal tail of CRY2 is phosphorylated and electrostatically repelled from the surface of the PHR domain to form an """"open"""" conformation, resulting in derepression of the NC80 motif and signal transduction to trigger photomorphogenic responses. Cry2 phosphorylation and degradation both occur in the nucleus.The life-time of cry2 signaling state in situ (in planta) is about 16 min.","10°C"
"AT1G04590",0.250466019028594,0.000148904842660224,0.60125118696011,3.82709117796029,-0.945795372617359,4.34386942480339,0.559356136820926,"PPR containing-like protein;(source:Araport11)","10°C"
"AT1G04625",0.458711709202086,0.130804966762441,0.338460173805342,0.883375765212298,1.31910909624285,3.53675856361499,0.936619718309859,"Polynucleotidyl transferase, ribonuclease H-like superfamily protein;(source:Araport11)","10°C"
"AT1G04684",0.272235897848515,0.000990351525118105,0.565054607973283,3.00421062527967,0.924287383321205,4.24870526549645,0.735412474849095,NA,"10°C"
"AT1G05080",0.840671928002963,0.0816940661902846,0.0753734544467109,1.08780948709554,0.17241933263117,2.50472938154485,0.804828973843058,"F-box/RNI-like/FBD-like domains-containing protein;(source:Araport11)","10°C"
"AT1G05085",0.327438011537029,0.404730934784053,0.48487090573488,0.392833599926276,-1.02134230353308,1.40993886524092,0.869215291750503,"hypothetical protein;(source:Araport11)","10°C"
"AT1G05160",0.343838466457661,0.00833810934568167,0.463645538830472,2.07893241384935,-1.06719689747169,-3.30928857129731,0.290744466800805,"Encodes an ent-kaurenoic acid hydroxylase, a  member of the CYP88A cytochrome p450 family.","10°C"
"AT1G05220",0.190157381887604,0.207545263042593,0.720886810663521,0.682887174393096,-1.80214575579579,-2.46868672445896,0.0935613682092555,"Transmembrane protein 97, Putative;(source:Araport11)","10°C"
"AT1G05270",0.713418461065441,0.108244027263739,0.146655656652955,0.965596058004278,0.521170723230839,3.11539332155459,0.0955734406438632,"TraB family protein that localizes to the outer mitochondrial membrane and tether to ER. Potential regulating mitophagy via interactions with ATG8.","10°C"
"AT1G05400",0.686429799075798,0.395039914271731,0.16340387129386,0.403359021659101,0.624366979040791,-1.96287157426331,0.0653923541247485,"hypothetical protein;(source:Araport11)","10°C"
"AT1G05550",0.364487274507643,0.0415079049221362,0.438317629781083,1.38186918673032,-0.680932507136696,-2.43445058999209,0.351106639839034,"DUF295 domain protein of unknown function. Expressed in ovule integuments and nucellus.","10°C"
"AT1G05650",0.856719682908097,0.1083201800628,0.06716125518369,0.965290626721935,-0.165501499566159,-2.27574007410741,0.203219315895372,"Pectin lyase-like superfamily protein;(source:Araport11)","10°C"
"AT1G05660",0.720115897788363,0.239890944426471,0.142597601180824,0.619986145778906,-0.326258429088841,-1.59461316486178,0.229376257545272,"Pectin lyase-like superfamily protein;(source:Araport11)","10°C"
"AT1G05770",0.176687798585425,0.321955185781932,0.752793440249785,0.492204575267185,-1.91274874032206,-1.6814192469763,0.129778672032193,"Mannose-binding lectin superfamily protein;(source:Araport11)","10°C"
"AT1G05780",0.184877063238277,0.390484717251551,0.733116966217508,0.408395958824328,-1.42978424262171,1.47261691432668,0.126760563380282,"Vacuolar ATPase assembly integral membrane protein VMA21-like domain-containing protein;(source:Araport11)","10°C"
"AT1G05810",0.521026815465118,0.00991532849409835,0.283139924476214,2.00369289307633,0.846095759229979,-5.28176129438095,0.0845070422535211,"Rab GTPase-like A5A protein;(source:Araport11)","10°C"
"AT1G06148",0.104788275849204,4.08253764718387e-05,0.979687305318203,4.38906980171957,-1.58892407314383,6.12109076165519,0.176056338028169,"hypothetical protein;(source:Araport11)","10°C"
"AT1G06320",0.0747415364558549,9.10428552879285e-08,1.12643797863729,7.04075413038281,-2.55875196998558,10.1557982566183,0.0985915492957746,"hypothetical protein;(source:Araport11)","10°C"
"AT1G06340",0.492674496614853,1.99416698495681e-06,0.307439918476277,5.70023847811619,-0.967971181144178,-8.81318964285955,0.104627766599598,"Plant Tudor-like protein;(source:Araport11)","10°C"
"AT1G06620",0.587605045714211,0.0122031545137456,0.230914483616242,1.91352788974929,-0.810269663420679,-5.21924285265439,0.0814889336016097,"encodes a protein whose sequence is similar to a 2-oxoglutarate-dependent dioxygenase The mRNA is cell-to-cell mobile.encodes a protein whose sequence is similar to a 2-oxoglutarate-dependent dioxygenaseThe mRNA is cell-to-cell mobile.","10°C"
"AT1G06630",0.433090896472183,0.122160519146365,0.36342094500128,0.913069130323585,1.45534184877477,3.85587827085972,0.0553319919517103,"F-box/RNI-like superfamily protein;(source:Araport11)","10°C"
"AT1G06645",0.84742425740706,0.595758293071991,0.0718991085351112,0.224929903475277,-0.130742770840073,0.629827520720119,0.362173038229376,"2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein;(source:Araport11)","10°C"
"AT1G06810",0.753538923391305,0.527418985098284,0.122894309669897,0.277844241294529,0.512119941136176,1.5024101117149,0.0613682092555332,"endonuclease/glycosyl hydrolase;(source:Araport11)","10°C"
"AT1G06930",0.694677651739584,0.00397864613111101,0.158216672454704,2.40026468617155,-0.637794363399623,-6.40961399709524,0.0704225352112676,"TPRXL;(source:Araport11)","10°C"
"AT1G07025",0.262087678937673,0.0787224778068933,0.581553395288255,1.10390124484951,1.64871300904941,-3.56598324931821,0.0865191146881288,"Mitochondrial substrate carrier family protein;(source:Araport11)","10°C"
"AT1G07190",0.477369085094311,5.83443999680349e-07,0.321145709769328,6.23400082221835,0.607053136225668,5.68823625381946,0.456740442655936,"Lon protease;(source:Araport11)","10°C"
"AT1G07260",0.0291616051333395,0.851393961193372,1.5351885749574,0.0698694345320286,2.14078788091918,-0.278212290539603,0.180080482897384,"Encodes a uridine diphosphate-glycosyltransferase that acts on methyl salicylate (MeSA) to form MeSA glucosides in vitro and in vivo and facilitates negative regulation of the SAR response by modulating homeostasis of MeSA and SA.","10°C"
"AT1G07350",0.930937634086836,0.00071276507431642,0.0310794125516093,3.14705358899821,0.100574540519412,-5.32244769166883,0.154929577464789,"Encodes a serine/arginine rich-like protein, SR45a. Involved in the regulation of stress-responsive alternative splicing.","10°C"
"AT1G07400",0.920087015856133,0.0898240535627731,0.0361710979597599,1.04660735007244,0.126872257742322,3.59711258576139,0.0784708249496982,"HSP20-like chaperones superfamily protein;(source:Araport11)","10°C"
"AT1G07476",0.709133422716689,6.71319012381361e-06,0.149272045073415,5.1730710530156,-0.663839077844074,8.7780144728895,0.0935613682092555,"transmembrane protein;(source:Araport11)","10°C"
"AT1G07480",0.623649885005775,1.11209618461003e-07,0.205059153399416,6.95385764922978,0.801172117838838,12.7269947738245,0.0593561368209256,"Transcription factor IIA, alpha/beta subunit;(source:Araport11)","10°C"
"AT1G07540",0.793091084956485,0.483145097598745,0.100676931948049,0.315922422823613,0.251331221533194,-1.0018125138059,0.199195171026157,"Arabidopsis thaliana telomere-binding protein, putative (At1g07540)","10°C"
"AT1G07550",0.740053860920207,0.375729412564662,0.130736671283616,0.425124806494914,0.526839702215319,-2.17366923180943,0.0573440643863179,"Leucine-rich repeat protein kinase family protein;(source:Araport11)","10°C"
"AT1G07560",0.133377107688726,0.00035690716404264,0.874918704584525,3.44744473455216,1.34581886627908,5.1541938063043,0.19215291750503,"Leucine-rich repeat protein kinase family protein;(source:Araport11)","10°C"
"AT1G07725",0.0111696631158932,0.00244368646567672,1.95195992528322,2.61195451649881,4.11712608085345,6.41549565177024,0.0784708249496982,"A member of EXO70 gene family, putative exocyst subunits, conserved in land plants. Arabidopsis thaliana contains 23 putative EXO70 genes, which can be classified into eight clusters on the phylogenetic tree.","10°C"
"AT1G07780",0.76744706181498,3.69221896515235e-08,0.114951572273661,7.43271255127084,-0.241405770432248,6.28103658189718,0.560362173038229,"Encodes phosphoribosylanthranilate isomerase which catalyzes the third step of the tryptophan biosynthetic pathway. Member of gene family. The mRNA is cell-to-cell mobile.Encodes phosphoribosylanthranilate isomerase which catalyzes the third step of the tryptophan biosynthetic pathway. Member of gene family.The mRNA is cell-to-cell mobile.","10°C"
"AT1G07920",0.591473245681598,0.789562107697105,0.228064895187588,0.102613702300086,-0.825554581629494,-0.573104192502006,0.0764587525150905,"GTP binding Elongation factor Tu family protein.","10°C"
"AT1G08005",0.77655116410866,0.0664286020083657,0.109829924921849,1.1776448872008,0.536251330856133,4.26396449358401,0.0643863179074447,"serine/threonine-protein phosphatase 6 regulatory subunit;(source:Araport11)","10°C"
"AT1G08032",0.0701442836090459,3.80378959036775e-16,1.15400771591437,15.4197835144133,1.83143228084884,11.6962175879798,0.188128772635815,NA,"10°C"
"AT1G08120",0.390837648160758,0.286923786443271,0.408003608717454,0.542233446550639,1.59554720713397,2.72841131794954,0.0523138832997988,"TP53-regulating kinase-like protein;(source:Araport11)","10°C"
"AT1G08300",0.666761995100684,0.325696851264492,0.176029162575953,0.48718644003834,0.401475184071743,1.26353254395296,0.269617706237425,"no vein-like protein;(source:Araport11)","10°C"
"AT1G08430",0.971081807986252,0.911188078782903,0.0127441817702468,0.040391970834872,-0.0584108372529295,-0.291214689437712,0.0503018108651912,"Encodes a Al-activated malate efflux transporter. It is essential for aluminum tolerance but does not represent the major Al tolerance QTL. Staurosporine and calyculin A both block all changes  in AtALMT1 gene expression (as a result malate release  is totally inhibited). AtALMT1 transcription was clearly induced by indole-3-acetic acid, abscisic acid, low pH, hydrogen peroxide and flg22. STOP1 and CAMTA2 transcription factors are involved in Al-inducible expression of AtALMT1 and both proteins bind to the AtALMT1 promoter.","10°C"
"AT1G08620",0.0445692253233802,2.93409706561679e-47,1.35096491450492,46.532525522952,2.62991180187607,19.6668456859228,0.197183098591549,"Member of family of Jumonji C (JmjC)-containing demethylases, its catalytic domain exhibits both H3K4 and H3K9 demethylation activities. Together with MMD1 promotes in male meiocytes gene expression in an H3K9me3-dependent manner and thereby contributes to meiotic chromosome condensation.","10°C"
"AT1G08900",0.27042002307229,5.57064374072257e-07,0.567961154491286,6.25409461507954,-0.823470786094485,5.69022546006667,0.53420523138833,"Major facilitator superfamily protein;(source:Araport11)","10°C"
"AT1G08910",0.178491832160172,0.0525618302909769,0.748381652542975,1.27932952032362,1.00969235656677,2.57871786225813,0.757545271629779,"Encodes an SP-RING domain containing protein that functions in sumolaytion and is involved in positive regulation of sulfur metabolism and stress response.","10°C"
"AT1G08930",0.050433180958038,2.36928643650058e-07,1.29728363884155,6.62538243177545,-1.72137801330417,-6.92494984470834,0.233400402414487,"encodes a putative sucrose transporter whose gene expression is induced by dehydration and cold. The mRNA is cell-to-cell mobile.","10°C"
"AT1G09040",0.984161364351342,2.72220020447334e-10,0.00693368825374441,9.56507993772906,-0.0204654773399456,8.55099370134267,0.224346076458753,"arginine-glutamic acid dipeptide repeat protein;(source:Araport11)","10°C"
"AT1G09157",0.611107708595515,0.138440498281507,0.213882237996128,0.858736846242114,0.777208292802506,3.16098278402597,0.0774647887323944,"Sperm membrane protein that functions during fertilization to localize pollen membrane fusion factors to the pollen membrane in response to signals from the egg cell.Loss-of-function mutation in this gene together with DMP9 induces maternal haploids, with an average haploid induction rate of  2.1&#8201;±&#8201;1.1%.","10°C"
"AT1G09260",0.996838306203876,0.0640879886056073,0.00137528142596008,1.19322335848604,-0.00553761183143267,4.65755516157644,0.945674044265594,"Chaperone DnaJ-domain superfamily protein;(source:Araport11)","10°C"
"AT1G09320",0.810829857498815,0.000200932570566359,0.091070267492309,3.69694965971401,0.450476650775255,-8.37478295820385,0.06841046277666,"Heterochromatin-binding protein which can bind to three H3K9me2 tails. Preferentially binds to long TEs. Required for transcriptional silencing, non-CG DNA methylation, and H3K9 dimethylation at some loci.","10°C"
"AT1G09400",0.740233319067452,0.0532038023840587,0.130631370522363,1.27405732831767,-0.496618508744733,4.59230462861192,0.0613682092555332,"FMN-linked oxidoreductases superfamily protein;(source:Araport11)","10°C"
"AT1G09410",0.290508889852141,1.22243360518549e-07,0.536840573240409,6.91277471967642,1.90589280068483,12.3031586890452,0.0633802816901408,"pentatricopeptide (PPR) repeat-containing protein;(source:Araport11)","10°C"
"AT1G09470",0.61191817777896,0.0389834282576033,0.213306645362207,1.40911997107035,0.738071676220631,4.86597789402534,0.062374245472837,"NEAP3 is a member of a small family containing coiled-coil domains, a nuclear localization signal and a C-terminal predicted transmembrane domain. It localizes to the nuclear periphery. Mutants have altered nuclear morphology and chromatin structure.","10°C"
"AT1G09480",0.685558370469184,0.0392541862731602,0.163955562182337,1.40611402099809,0.369877745419206,-2.89920305422293,0.207243460764588,"similar to Eucalyptus gunnii alcohol dehydrogenase of unknown physiological function (GI:1143445), Vigna unguiculata (gi:1854445), NOT a cinnamyl-alcohol dehydrogenaseThe mRNA is cell-to-cell mobile.similar to Eucalyptus gunnii alcohol dehydrogenase of unknown physiological function (GI:1143445), Vigna unguiculata (gi:1854445), NOT a cinnamyl-alcohol dehydrogenase The mRNA is cell-to-cell mobile.","10°C"
"AT1G09483",0.0866857461931126,2.02519152657435e-15,1.06205230804388,14.6935338983747,-1.49297156562799,-9.0373420503482,0.419517102615694,"myosin heavy chain, cardiac protein;(source:Araport11)","10°C"
"AT1G09700",0.691022054047115,0.451774684132986,0.160508091847041,0.345078109071678,0.336392831524257,-1.09854614380554,0.188128772635815,"Encodes a nuclear dsRNA binding protein. Involved in mRNA cleavage. The mutant is characterized by shorter stature, delayed flowering, leaf hyponasty, reduced fertility, decreased rate of root growth, and an altered root gravitropic response. It also exhibits less sensitivity to auxin and cytokinin.","10°C"
"AT1G09710",0.533369732474074,0.0170057563956243,0.272971633176436,1.76940404640459,-0.509505800801613,2.72112994912296,0.515090543259557,"Paralog of DRMY1 with unknown function.","10°C"
"AT1G09790",0.226793798423623,4.23312011737369e-14,0.644368825207803,13.3733394079795,0.93660080901632,8.49920162482029,0.492957746478873,"COBRA-like protein 6 precursor;(source:Araport11)","10°C"
"AT1G09840",0.00769433120356961,3.04563960789657e-13,2.11382912335974,12.5163214882494,1.92794585338544,8.55372263781772,0.360160965794769,"GSK3-like kinase, sub-group IV.","10°C"
"AT1G09995",0.978764775322713,1.7317966434455e-07,0.00932166882397353,6.76150310643794,0.0209841672020152,6.52228439151209,0.709255533199195,"DNA repair DEAD helicase RAD3/XP-D subfamily protein;(source:Araport11)","10°C"
"AT1G10000",0.498850628652995,0.27224276166503,0.302029476146162,0.565043658351713,-1.17329532578471,-2.8388954733219,0.948692152917505,"Ribonuclease H-like superfamily protein;(source:Araport11)","10°C"
"AT1G10100",0.477412719383078,1.27624409405618e-13,0.321106014561988,12.8940662546404,-0.611594641602288,8.64546134840808,0.368209255533199,"hypothetical protein;(source:Araport11)","10°C"
"AT1G10110",0.539455769424591,0.00196506061518813,0.268044157806459,2.70662404862916,-0.739154635217652,5.40860666186308,0.120724346076459,"F-box family protein;(source:Araport11)","10°C"
"AT1G10220",0.389018746907317,3.19316162021921e-05,0.410029469414079,4.4957790993143,-1.12370713522205,-7.30606022534363,0.118712273641851,"ZCF37;(source:Araport11)","10°C"
"AT1G10240",0.187217717768511,1.70231392876052e-15,0.72765305322088,14.7689603473323,-1.10324990463239,-9.3203230009336,0.640845070422535,"FAR1-related sequence 11;(source:Araport11)","10°C"
"AT1G10300",0.274329987593821,2.96580305838953e-06,0.561726716147984,5.52785769130306,-0.818075408539742,-5.52470778714451,0.639839034205231,"GTPase  involved in HA - and ABA-mediated signaling pathways, particularly during defense respnses to pathogens. A truncated version of NOG1-2 has been detected in Col-0, Ler-0, Rsch-4 ecotypes. Functions similarly to the paralogous gene NOG1-1.","10°C"
"AT1G10320",0.900288180241688,0.00742927504269846,0.0456184516099103,2.12905356313265,0.154889577308969,-4.61468761599611,0.124748490945674,"Zinc finger C-x8-C-x5-C-x3-H type family protein;(source:Araport11)","10°C"
"AT1G10330",0.431254225927548,0.00564314842883781,0.365266636178327,2.24847852655479,0.96626085826618,-4.67548373703579,0.130784708249497,"Tetratricopeptide repeat (TPR)-like superfamily protein;(source:Araport11)","10°C"
"AT1G10340",0.143388888009865,0.011582984490261,0.843484503221813,1.93617952518081,2.03085667234051,5.08963278368006,0.0875251509054326,"Ankyrin repeat family protein;(source:Araport11)","10°C"
"AT1G10360",0.636643672040514,0.0160717450059877,0.196103573261878,1.79393696671345,0.829109591354781,5.2256169216745,0.0744466800804829,"Encodes glutathione transferase belonging to the tau class of GSTs. Naming convention according to Wagner et al. (2002).","10°C"
"AT1G10370",0.684579566769842,0.00892676610179137,0.16457606776247,2.04930584441647,0.715208987312559,5.86080167172315,0.0694164989939638,"Encodes GSTU17 (Glutathione S-Transferase U17). Functions as a negative component of stress-mediated signal transduction pathways in drought and salt stress responses.","10°C"
"AT1G10410",0.00197096215827136,0.000252456208667542,2.70532171393045,3.59781394421232,-3.11121092894348,-6.4349992261965,0.118712273641851,"CW14 protein (DUF1336);(source:Araport11)","10°C"
"AT1G10455",0.135763606767397,1.02169508967571e-11,0.867216632841448,10.9906786938578,-1.86128894037888,-11.3081511167997,0.132796780684105,"Part of co-expression cluster with REM13, REM11/VAL, REM20/VDD, and REM21.","10°C"
"AT1G10470",0.266653058756065,1.36739233540238e-09,0.574053430195012,8.8641068587652,-1.60275251359669,-11.4921077807589,0.0985915492957746,"Encodes a two-component response regulator. Acts redundantly with ARR3 in the control of circadian period in a cytokinin-independent manner.","10°C"
"AT1G10540",0.352364577267886,0.000360500376749368,0.453007757099735,3.44309427707469,1.7252766390751,7.98403446968665,0.0694164989939638,"nucleobase-ascorbate transporter 8;(source:Araport11)","10°C"
"AT1G10680",0.524491309122636,1.16612686663108e-14,0.280261703717045,13.933254198736,1.40920638197062,18.6661049641092,0.0573440643863179,"P-glycoprotein 10;(source:Araport11)","10°C"
"AT1G11180",0.506699863088936,0.877882555103868,0.295249213056335,0.0565635809982098,0.770983765675287,-0.243622900789005,0.152917505030181,"Secretory carrier membrane protein (SCAMP) family protein;(source:Araport11)","10°C"
"AT1G11220",0.437754359784068,0.404103283935781,0.358769519897323,0.393507620259174,-1.51980432067901,2.11873157797746,0.0533199195171026,"cotton fiber, putative (DUF761);(source:Araport11)","10°C"
"AT1G11270",0.883750944754842,5.87875125011837e-06,0.053670108921669,5.23071491589299,-0.126704120194955,-5.74970287023993,0.276659959758551,"F-box and associated interaction domains-containing protein;(source:Araport11)","10°C"
"AT1G11280",0.368314350886702,0.0100446962904856,0.433781359099248,1.99806318996204,1.12776924940295,-4.67480803520424,0.110663983903421,"S-locus lectin protein kinase family protein;(source:Araport11)","10°C"
"AT1G11300",0.894303494353307,0.00909328669449032,0.0485150723055237,2.04127911619608,0.136187193460614,-3.659592164562,0.208249496981891,"The annotation for At1g11300 in TAIR10 is incorrect. This locus has been split into two At1g11300 (symbol: EGM1) and At1g11305 (symbol: EGM2) (Olivier Loudet, personal communication, 2013-04-03). See Comment field for revised annotation.","10°C"
"AT1G11362",0.25420740178786,0.0123649700983334,0.594811808192616,1.90780692953677,-0.870084969568532,3.12289115621565,0.704225352112676,"Plant invertase/pectin methylesterase inhibitor superfamily protein;(source:Araport11)","10°C"
